"Código de barras",Código,Variantes,expected,counted
BA620,"BA 620",,1.0000,
BA640,"BA 640",,1.0000,
BA658,"BA 658",,2.0000,
ba665,BA665,,1.0000,
BA678,"BA 678",,1.0000,
BA684,BA684,,1.0000,
BA698,BA698,"1.6 16v (K4M)",2.0000,
BA745,"BA 745",,1.0000,
BA755,"BA 755",,2.0000,
BA763,BA763,,1.0000,
BIE0026,BIE0026,,21.0000,
BIE0288,BIE0288,,0.0000,
burro00100,BU00100,,1.0000,
BV590420,BV590420,,0.0000,
CA'684'.000,"CA-684 STD",,1.0000,
CABCHEV0011,"CUNA DE LEVA",,9.0000,
CC006,CC006,,1.0000,
CCS18,CCS18,,0.0000,
cencra724335,"CRA7243 0.50",,1.0000,
cenema761236,"EMA7612 0.60",,1.0000,
CENEMA761335,"EMA7613 0.50",,1.0000,
CENEMA761500,"EMA7615 STD",,1.0000,
cenpma761200,"PMA7612 STD",,0.0000,
cenpma761236,"PMA7612 0.60",,1.0000,
CENPMA761300,"PMA7613 STD",,0.0000,
CENPMA761500,"PMA7615 STD",,0.0000,
cenpma761536,"PMA7615 0.60",,1.0000,
CENPMA782000,"PMA7820 STD",,0.0000,
CIG00080,CIG00080,,1.0000,
CIG0128,1068,,4.0000,
CIG0406,CIG0406,,7.0000,
CJ-382-5-000-A,CJ-382-5-000-A,,0.0000,
CJ-382-5-000-P,CJ-382-5-000-P,,5.0000,
CJBA0322,"CJBA0322 STD",,0.0000,
CODIGO201,CODIGO201,,4.0000,
CODIGO203,CODIGO203,"XD2 (INDENOR)",-1.0000,
CODIGO207,CODIGO207,,2.0000,
CODIGO301,CODIGO301,,3.0000,
CODIGO302,CODIGO302,,0.0000,
CODIGO303,CODIGO303,,6.0000,
CODIGO304,CODIGO304,,10.0000,
CODIGO501,CODIGO501,,0.0000,
CODIGO502,CODIGO502,,5.0000,
CODIGO641,641,,0.0000,
CODIGO642,642,,0.0000,
CR4345CA,CR4345CA,,1.0000,
CR4353XA,CR4353XA,,3.0000,
CR4503SX,"CR4503SX STD",,0.0000,
CR4626XA,"CR4626XA STD",,1.0000,
cyc70000-0,70000/0,,2.0000,
dbh5092p,5092Pol,,10.0000,
DBH5193P,5123Pol,,3.0000,
dbh5211p,5211Pol,,1.0000,
dbh5312p,5312Pol,,2.0000,
DBH5488P,5488Pol,,2.0000,
dbh5530,5530,,1.0000,
dbh6104p,6104Pol,,3.0000,
dbh6121p,6121Pol,,10.0000,
dbh6123p,6123Pol,,3.0000,
dbh6123v,6123Vit,,3.0000,
dbh6487p,6487Pol,,2.0000,
DBH6677P,6677Pol,,2.0000,
dbh6679p,6679Pol,,6.0000,
dbh6680p,6680Pol,,4.0000,
DBH6684P,6684Pol,,2.0000,
dbh6687p,6687Pol,,6.0000,
dbh6690p,6690Pol,,4.0000,
DBH6777,6777,,1.0000,
dbh6823v,6823Vit,,1.0000,
dbh6858p,6858Pol,,4.0000,
DBH6863V,6863Vit,,4.0000,
dbh6864p,6864Pol,,2.0000,
dbh6870p,6870Pol,,1.0000,
dbh6871p,6871Pol,,1.0000,
dbh6882p,6882Pol,,2.0000,
DBH6883P,6883Pol,,3.0000,
DBH6884V,6884Vit,,3.0000,
dbh6885p,6885Pol,,2.0000,
DBH8002P,8002Pol,,5.0000,
dbh8003p,8003Pol,,3.0000,
dbh8006p,8006Pol,,8.0000,
dbh8006v,8006Vit,,1.0000,
DBH8009P,8009Pol,,4.0000,
DBH8010P,8010Pol,,2.0000,
dbh8024p,8024Pol,,4.0000,
DBH8032P,8032Pol,,1.0000,
DBH8038P,8038Pol,,6.0000,
DBH8070P,8070Pol,,1.0000,
DBH8087V,8087Vit,,4.0000,
DBH8097P,8097Pol,,4.0000,
DBH8098P,8098Pol,,5.0000,
DBH8098V,8098Vit,,2.0000,
dbh8130p,8130Pol,,3.0000,
DBH8237P,8237Pol,,2.0000,
DBH8271P,8271Pol,,1.0000,
DBH8376P,8376Pol,,3.0000,
dbh8399p,8399Pol,,4.0000,
dbh8412p,8412Pol,,2.0000,
dbh8422p,8422Pol,,3.0000,
dbh8422v,8422Vit,,3.0000,
DBH8429V,8429Vit,,3.0000,
dbh8505p,8505Pol,,7.0000,
DBH8505V,8505Vit,,1.0000,
DBH8510P,8510Pol,,4.0000,
DBH8510V,8510Vit,,1.0000,
DBH8515P,8515Pol,,4.0000,
DBH8530V,8530Vit,,3.0000,
dbh8573p,8573Pol,,2.0000,
dbh8606p,8606Pol,,5.0000,
dbh8796p,8796Pol,,5.0000,
dbh8797p,8797Pol,,2.0000,
DBH9191V,9191Vit,,2.0000,
DBH9192P,9192Pol,,2.0000,
DBH9196P,9196Pol,,25.0000,
DBH9196V,9196Vit,,2.0000,
DBH9203P,9203Pol,,5.0000,
DBH9203V,9203Vit,,1.0000,
dbh9204p,9204Pol,,4.0000,
DBH9205V,9205Vit,,5.0000,
dbh9207p,9207Pol,,2.0000,
DBH9211P,9211Pol,,34.0000,
DBH9211V,9211Vit,,1.0000,
DBH9241V,9241Vit,,4.0000,
dbh9268p,9268Pol,,2.0000,
DBH9270V,9270Vit,,2.0000,
dbh9283p,9283Pol,,1.0000,
dbh9288p,9288Pol,,1.0000,
DBH9288V,9288Vit,,0.0000,
dbh9606v,9606Vit,,2.0000,
dbh9607v,9607Vit,,8.0000,
DBH9608V,9608Vit,,2.0000,
DBH9656V,9656Vit,,3.0000,
dbh9688v,9688Vit,,1.0000,
DBH9797,9797,,3.0000,
dbh9825p,9825Pol,,1.0000,
DBH9826V,9826Vit,,3.0000,
DBH9852P,9852Pol,,1.0000,
dbh9912v,9912Vit,"1.4 8v (Gol/Fox)",-1.0000,
"EMA 7717","EMA 7717",,1.0000,
EV59018,EV59018,,1.0000,
FADCTK178100,"CTK1781 STD",,1.0000,
fadctr119936,"CTR1199 0.60",,1.0000,
"FADFC 126100",FC1261,"1.6 8v (C1L/C2L)",-1.0000,
fadfca095300,FCA0953,,0.0000,
FADFCA096100,FCA0961,,1.0000,
FADFCA108100,FCA1081,,1.0000,
fadfca108900,FCA1089,,1.0000,
fadfcb096100,FCB0961,,1.0000,
FADNHK097144,"NHK0971 +1",,1.0000,
fadnhk178100,"NHK1781 STD",,1.0000,
fadnhk178136,"NHK1781 0.60",,1.0000,
fadnhk178700,"NHK1787 STD",,1.0000,
FADNHK178736,"NHK1787 0.60",,1.0000,
FADNHK187400,"NHK1874 STD",,0.0000,
FADNHK187500,"NHK1875 STD",,2.0000,
fadnhk194800,"NHK1948 STD",,1.0000,
FADNHK194835,"NHK1948 0.50",,1.0000,
fadnhk195035,"NHK1950 0.50",,1.0000,
fadnhr119900,"NHR1199 STD",,2.0000,
fadnhr119936,"NHR1199 0.60",,1.0000,
FADNHR120400,"NHR1204 STD",,0.0000,
FADNHR120435,"NHR1204 0.50",,2.0000,
FADYSK194800,"YSK1948 STD",,0.0000,
FADYSK194835,"YSK1948 0.50",,0.0000,
"fadzs 097300","ZS0973 STD",,1.0000,
"fadzs 097313","ZS0973 0.30",,1.0000,
"FADZS 157500","ZS1575 STD",,1.0000,
"FADZS 157536","ZS1575 0.60",,1.0000,
"FADZS 165100","ZS1651 STD",,1.0000,
"fadzs 165135","ZS1651 0.50",,1.0000,
"FADZS 177600","ZS1776 STD",,1.0000,
"FADZS 177635","ZS1776 0.50",,1.0000,
"fadzs 187400","ZS1874 STD",,1.0000,
"FADZS 187435","ZS1874 0.50",,1.0000,
"FADZS 187500","ZS 1875 STD",,1.0000,
FADZSA195000,"ZSA1950 STD",,1.0000,
FADZSA195035,"ZSA1950 0.50",,1.0000,
FADZSB164200,"ZSB1642 STD",,1.0000,
FADZSB187435,"ZSB1874 0.50",,1.0000,
FADZSR120400,"ZSR1204 STD",,1.0000,
FADZSR120435,"ZSR1204 0.50",,1.0000,
FBJC101,FBJC101,,4.0000,
"FC140700 STD","FC140700 STD",,1.0000,
FCA1189,FCA1189,,1.0000,
"FCB1406 00 STD","FCB1406 STD",,1.0000,
FCC092100,FCC0921,,1.0000,
FCC0960,FCC0960,"1.6 8v (404)",1.0000,
FCK1406,FCK1406,,1.0000,
FCRT1027,FCRT1027,"1.6 8v (C1L/C2L)",-1.0000,
"FS 86004 TG","JR-FS 86004 TG",,1.0000,
"FS 86013 MLS","FS 86013 MLS",,1.0000,
"FS 89002 MLS","SJ-FS 89002 MG",,0.0000,
FT12321-06,JC-12321-06,,2.0000,
GM20821-06,JC-20821-06,,4.0000,
HTL-123-38,HLT-123-38,,0.0000,
IW155,IW155,,8.0000,
IWP001,IWP001,,0.0000,
IWP042,IWP042,,1.0000,
IWP065,IWP065,,2.0000,
IWP065-2*,IWP065,,3.0000,
IWP095,IWP095,,2.0000,
IWP160,IWP160,,12.0000,
JAE-138,JAE-138,,3.0000,
JAE-344,JAE-344,,3.0000,
JAE-382-A,JAE-382-A,,4.0000,
JAE-396-09,JAE-396-09,,3.0000,
JB-140,JB-140,,2.0000,
JB-187,JB-187,,0.0000,
JC-172-30,JC-172-30,,9.0000,
JC-214-30,JC-214-30,,5.0000,
JC-221-30,JC-221-30,,1.0000,
JC-247-30,JC-147-30,,2.0000,
JC-264-30,JC-264-30,,4.0000,
JC-278-15,JC-278-15,,4.0000,
JC-278-23,JC-278-23,,12.0000,
JC-278-43,JC-278-43,,1.0000,
JC-292-30,JC-292-30,,3.0000,
JC-296-23,JC-296-23,,3.0000,
JC-296-26,JC-296-26,,2.0000,
JC-296-30,JC-296-30,,0.0000,
JC-299-30,JC-299-30,,5.0000,
JC-313-26,JC-313-26,,6.0000,
JC-317-26,JC-317-26,,3.0000,
JC-354-26,JC-354-26,,6.0000,
"JC063010/4 1.50","JC063010/4 1.50",,1.0000,
"JC063010/4 1.60","JC063010/4 1.60",,1.0000,
"JC063010/4 1.70","JC063010/4 1.70",,0.0000,
JC0720150/4,TC-JC0720150/4,,2.0000,
JD-137-15,JD-137-15,,1.0000,
JD-141-ST,JD-141-ST,,1.0000,
JD-335-15,JR-335-15,,2.0000,
JD-353-15,JD-535-15,,2.0000,
JD-362-15,JD-362-15,,1.0000,
JD-363-15,JD-363-15,,1.0000,
JD-384-ST,JD-384-ST,,2.0000,
JD-395-15,JD-395-15,"1.0 8v (D7D)",-7.0000,
jd-511-15,JD-511-15,,2.0000,
JD-514-15,JD-514-15,,1.0000,
JD-553,JD-553,,2.0000,
JD-595-ST,JD-595-ST,,2.0000,
JD-597-15,JD-597-15,,4.0000,
JR-230-15R,"JR-230-15 R",,1.0000,
JR-233-15R,JR-233-15R,,1.0000,
JR-253-15R,JR-253-15R,,1.0000,
JR-276-15R,"JR-276-15 R",,1.0000,
JR-299-15R,JR-299-15R,,1.0000,
JR-319-15R,JR-319-15R,,2.0000,
JR-326-15R,JR-326-15R,,2.0000,
JR-333-15R,"JR-333-15 R",,3.0000,
JR-339-15R,"JR-339-15 R",,1.0000,
JR-340-15R,JR-340-15R,,0.0000,
JR-341-15R,JR-341-15R,,2.0000,
JR-342-15R,JR-342-15R,,1.0000,
JR-343-15R,JR-343-15R,,1.0000,
JR-344-15R,JR-344-15R,,2.0000,
JR-356-15R,"JR-356-15 R",,2.0000,
JR-370-15R,JR-370-15R,,2.0000,
JR-372-15,JR-372-15,,2.0000,
JR-373-15R,"JR-372-15 R","1.6 8v (C1L/C2L)",-1.0000,
JR-374-15R,JR-374-15R,,2.0000,
JR-382-15R,JR-382-15R,,1.0000,
JR-385-15R,JR-385-15R,,2.0000,
JR-389-15R,JR-389-15R,,-1.0000,
JR-390-15R,"JR-390-15 R",,1.0000,
JR-493-15R,"JR-493-15 R",,2.0000,
JR-496,JR-496,,1.0000,
JR-496-15R,JR-496-15R,,2.0000,
JR-509-15R,JR-509-15R,,1.0000,
JR-511-15,JR-511-15,,1.0000,
JR-511-15R,JR-511-15R,,1.0000,
JR-515-15,JR-515-15,,1.0000,
JR-516-15R,JR-516-15R,,5.0000,
JR-535-15,JR-535-15,,0.0000,
JR-538-15,JR-538-15,,1.0000,
JR-553-15R,"JR-553-15 R",,2.0000,
JR-557-15,JR-557-15,,1.0000,
JR-597-15,JR-597-15,,2.0000,
JR-597-15R,JR-597-15R,,1.0000,
JVS-142-30,JVS-142-30,,2.0000,
JVS-181-30,JVS-181-30,,1.0000,
JVS-201-30,JVS-201-30,,5.0000,
JVS-208-43,JVS-208-43,,3.0000,
JVS-216-43,JVS-216-43,,4.0000,
JVS-231-KIT,JVS-231-KIT,,2.0000,
JVS-242-43,JVS-242-43,,1.0000,
JVS-255-30,JVS-255-30,,5.0000,
JVS-257-43,JVS-257-43,,4.0000,
JVS-258-43,JVS-258-43,,2.0000,
JVS-259-43,JVS-259-43,,2.0000,
JVS-262-43,JVS-262-43,,1.0000,
JVS-267-43,JVS-267-43,,4.0000,
JVS-279-43,JVS-279-43,,1.0000,
JVS-286-43,JVS-286-43,,1.0000,
JVS-287-43,JVS-287-43,,1.0000,
JVS-288-43,JVS-288-43,,2.0000,
JVS-299-43,JVS-299-43,,3.0000,
JVS-303-43,JVS-303-43,,2.0000,
JVS-305-43,JVS-305-43,,3.0000,
JVS-311-43,JVS-311-43,,9.0000,
JVS-314-43,JVS-314-43,,2.0000,
JVS-316-15,JVS-316-15,,3.0000,
JVS-320-25,JVS-320-25,,5.0000,
JVS-348-43,JVS-348-43,,1.0000,
JVS-391-43,JVS-391-43,,1.0000,
KAROC00013,"ARO0153 0.50",,1.0000,
"KC 1002",KC1002,,1.0000,
"KD-D507 / VKMA 01269 A","KD-D507 / VKMA 01269 A",,1.0000,
"KD-D513 / VKMA 01148A","KD-D513 / VKMA 01148 A",,1.0000,
KIT-333,KIT-333,,1.0000,
ktb263,"VKMA 06115 / KTB 263","1.9 DTI (F9Q)",1.0000,
ktb269,"VKMA 02242 / KTB 269","1.6 16v (Torque)",1.0000,
ktb271,"VKMA 06020 / KTB 271","1.6 16v (K4M)",1.0000,
"M2S6 G8A586 D1C","M2S6 G8A586 D1C",,2.0000,
"M2S6 G8A586 D1C.AL","M2S6 G8A586 D1C.AL",,1.0000,
"MB5399SI STD","MB5399SI STD",,2.0000,
"MB5445SI STD","MB5445SI STD",,1.0000,
MD996019,SJ-TH081,,0.0000,
MOT0016,MOT0016,,0.0000,
MTA-026,MAT-026,,1.0000,
MTA-100,MTA-100,,1.0000,
MTA-102,MTA-102,,1.0000,
MTA-110,MTA-110,,1.0000,
MTA-200,MTA-200,,1.0000,
MTA-222,MTA-222,,1.0000,
MTA-260,MTA-260,,1.0000,
MTA-472,MTA-472,,1.0000,
NA-0514,"NA-0514 0.20",,1.0000,
NHK104700STD,"NHK1047 STD",,1.0000,
"NHK1199 STD","NHK1199 STD",,1.0000,
"NHK1204 STD","NHK1204 STD",,1.0000,
"NHK1261 STD","NHK1261 STD",,1.0000,
"NHK1786 STD","NHK1786 STD",,2.0000,
"NHK1950 STD","NHK1950 STD",,2.0000,
"NHR1782 0.50","NHR1783 0.50",,1.0000,
"OC 203","OC 203",,1.0000,
OK770-10-270,SJ-TH032,,2.0000,
P03034204,"JD - 4M",,1.0000,
P03081009,"JD - 3M",,0.0000,
P03093563,"JD - 3M",,2.0000,
P1459440,"P14594 0.40",,1.0000,
"PC43434 STD","PC43434 STD",,1.0000,
PC43617-STD,"PC43617 STD",,1.0000,
PC43740-STD,"PC43740 STD",,1.0000,
PF0590106,PF0590106,,3.0000,
PF0630042,PF0630042,,0.0000,
PF140029,PF140029,,3.0000,
PF2110003,PF2110003,,0.0000,
PF2180096,PF2180096,,3.0000,
PG30821-04,PG30821-04,,6.0000,
"PM 2403","PM 2403 STD",,0.0000,
"R 2305","R 2305",,1.0000,
"R 760","R 760","1.6 8v (C16SE)",0.0000,
R201-99-100A,SJ-TH052,,1.0000,
R302010V,R302010V,,2.0000,
R940010P,R940010P,,5.0000,
R942953540,R942953540,,1.0000,
R943033500,R943033500,,1.0000,
R943362400,R943362400,,3.0000,
R949000600,R949000600,,0.0000,
R949001100,R949001100,,1.0000,
R953362410,R953362410,,0.0000,
R98001.0VY,R98001.0VY,,22.0000,
RD1,RD1,,0.0000,
RES0901,"RES0901 Resortes de valvula",,2.0000,
RF01-99-100,SJ-TH053,,2.0000,
"RT 5023","RT 5023",,8.0000,
RT-9646Vit,RT-9646Vit,,1.0000,
RT-9948Vit,RT-9948Vit,,0.0000,
RT46501-26,"JD-RT46501-26 ST",,0.0000,
S09302FPM,S09302FPM,,3.0000,
S1140005,JR-TH010,,1.0000,
"S25460 0.60","S25460 0.60",,1.0000,
"SC-14165 STD","SC-14165 STD",,101.0000,
"SC-18425-035-A 0.50","SC-18425-035-A 0.50",,1.0000,
SC-1976-000-A,SC-1976-000-A,,0.0000,
"SC-368 STD PM","SC-368 STD PM",,3.0000,
"SC-604-000-M STD","SC-604-000-M STD",,1.0000,
"SC-712-000-A STD","SC-712-000-A STD",,1.0000,
"SC-712-035-A 0.50","SC-712-035-A 0.50",,1.0000,
SC-724-035-M,"SC-724-035-M 0.50",,1.0000,
sc77976,"SC77976 STD",,0.0000,
sc7929005,"SC79290 0.50",,1.0000,
SJ-215R,SJ-215-R,,0.0000,
SJ-235-R,SJ-235-R,,2.0000,
SJ-242,SJ-242,,1.0000,
SJ-242-R,SJ-242-R,,1.0000,
SJ-246,SJ-246,,0.0000,
SJ-246-R,SJ-246-R,,1.0000,
SJ-249-R,SJ-249-R,,1.0000,
SJ-257-R,SJ-257-R,,1.0000,
SJ-259-R,SJ-259-R,,3.0000,
SJ-265-R,SJ-265-R,,2.0000,
SJ-271-R,SJ-271-R,,2.0000,
SJ-272-R,SJ-272-R,,1.0000,
SJ-273,SJ-273,,1.0000,
SJ-273-R,SJ-273-R,,1.0000,
SJ-336-R,SJ-336-R,,2.0000,
SJ-367-R,SJ-367-R,,2.0000,
SJ-384-R,SJ-384-R,,1.0000,
SJ-397-R,SJ-397-R,,1.0000,
SJ-504-R,SJ-504-R,,1.0000,
SJ-596,SJ-596,,1.0000,
"SP619 STD","SP 619 STD",,1.0000,
SPA4130.50,"SPA413 0.50",,3.0000,
SPA413STD,"SPA413 STD",,1.0000,
SUB0080B,"SUB0080B STD",,5.0000,
SUB0209OEB,"SUB0209OEB 0.50",,0.0000,
SUBFIATTIPO1.4,"Sub STD",,2.0000,
SUBFIATTIPO1.40.60,"Sub 0.60",,2.0000,
T1980050,T1980050,,1.0000,
T376,T376,,0.0000,
TAP0059,TAP0059,,1.0000,
TAP0202,TAP0202,,7.0000,
tap0268,TAP0268,,0.0000,
TAP0300,TAP0300,,0.0000,
TAP0354AR,TAP0354AR,,8.0000,
TAP0400,TAP0400,,1.0000,
TAP601,TAP601,,0.0000,
TAP908032,908032,,2.0000,
tap908051,908051,,3.0000,
tap908068,908068,"1.9 8v D (XUD9)",-1.0000,
tap908512,908512,,5.0000,
TAP908513,908513,,2.0000,
TAP908514,908514,,0.0000,
tap908537,908537,,14.0000,
tap908592,908592,,4.0000,
tap908740,"YHI31 / 908740",,11.0000,
TAP908741,"YHI35 / 908741",,1.0000,
tap908780,908780,,0.0000,
tap908782,908782,,0.0000,
tap909021,TAP0049B,,4.0000,
tap909027,TAP0258,,1.0000,
tap909053,"909053 / YHI158",,-1.0000,
TAPYHI157,YHI157,"3.0 8v TD (5L)",-1.0000,
TAPYHI82,YHI82,,1.0000,
TAPYHI93,4410,,6.0000,
TAPYHI94,YHI94,,8.0000,
TC-116-15,TC-116-15,,5.0000,
TC-120-20,TC-120-20,,5.0000,
TC-122-15,TC-122-15,,4.0000,
TC-125-15,TC-125-15,,10.0000,
TC-125-15b,TC-125-15b,,0.0000,
TC-156-15,TC-156-15,,1.0000,
TC-160-15,TC-160-15,,2.0000,
TC-200-15,TC-200-15,,2.0000,
TC-209-15,TC-209-15,,1.0000,
"TC-242-20 1M","TC-242-20 1M",,0.0000,
"TC-242-20 2M","TC-242-20 2M",,1.0000,
"TC-242-20 3M","TC-242-20 3M",,1.0000,
"TC-242-20 4M","TC-242-20 4M",,1.0000,
"TC-282-20 1M","TC-282-20 1M",,1.0000,
"TC-282-20 2M","TC-282-20 2M",,1.0000,
"TC-282-20 3M","TC-282-20 3M",,2.0000,
"TC-282-MG 3M","TC-282-MG 3M",,2.0000,
TC-334-MG,TC-334-MG,,9.0000,
TC-393-07,TC-393-07,,2.0000,
"TC-402-20 1M","TC-402-20 1M",,0.0000,
"TC-402-20 2M","TC-402-20 2M",,1.0000,
"TC-402-20 3M","TC-402-20 3M",,1.0000,
TC-414-15,TC-414-15,,2.0000,
"TC-441-20 2M","TC-441-20 2M",,1.0000,
"TC-441-20 3M","TC-441-20 3M",,1.0000,
"TC-441-20 4M","TC-441-20 4M",,2.0000,
"TC-441-20 5M","TC-441-20 5M",,1.0000,
"TC-441-20 6M","TC-441-20 6M",,1.0000,
"TC-441-20 7M","TC-441-20 7M",,1.0000,
"TC-441-MG 3M","TC-441-MG 3M",,1.0000,
TC-448-MG,TC-448-MG,,1.0000,
TC-456-15,TC-456-15,,5.0000,
"TC-512-20 0M","TC-512-20 0M",,1.0000,
TC-527-20,"TC-527-20 1M",,1.0000,
"TC-527-20 2M","TC-527-20 2M",,2.0000,
"TC-527-20 3M","TC-527-20 3M",,1.0000,
"TC-527-20 3M IMP.","TC-527-20 3M",,2.0000,
"TC-527-20 4M","TC-527-20 4M",,3.0000,
"TC-527-20 5M","TC-527-20 5M",,1.0000,
TC-594-15,TC-594-15,,1.0000,
TC-599-15,TC-599-15,,1.0000,
"TC-608-20 0M","TC-608-20 0M",,1.0000,
"TC-608-20 2M","TC-608-20 2M",,1.0000,
TC-611-11,TC-611-11,,1.0000,
TC-611-15,TC-611-15,,1.0000,
"TC-615-20 0M","TC-615-20 0M",,1.0000,
"TC-615-20 1M","TC-615-20 1M",,1.0000,
"TC-615-20 2M","TC-615-20 2M",,1.0000,
"TC-615-20 3M","TC-615-20 3M",,1.0000,
"TC-615-20 4M","TC-615-20 4M",,1.0000,
"TC-628-20 1M","TC-628-20 1M",,2.0000,
"TC-628-20 2M","TC-628-20 2M",,1.0000,
"TC-628-20 3M","TC-628-20 3M",,1.0000,
TC-630-15,TC-630-15,,1.0000,
"TC-694-20 1M","TC-694-20 1M",,2.0000,
"TC-694-20 2M","TC-694-20 2M",,2.0000,
"TC-694-20 3M","TC-694-20 3M",,2.0000,
"TC-694-MG 1M","TC-694-MG 1M",,1.0000,
"TC-694-MG 2M","TC-694-MG 2M",,1.0000,
"TC-694-MG 3M","TC-694-MG 3M",,1.0000,
"TC-695-MG 2M","TC-695-MG 2M",,1.0000,
"TC-695-MG 3M","TC-695-MG 3M",,1.0000,
"TC-695-MG 4M","TC-695-MG 4M",,1.0000,
"TC-696-MG 2M","TC-696-MG 2M",,1.0000,
"TC-696-MG 3M","TC-696-MG 3M",,1.0000,
"TC-696-MG 4M","TC-696-MG 4M",,1.0000,
TC-698-07,TC-698-07,,1.0000,
TC-699-07,TC-699-07,,2.0000,
TC-703-15,TC-703-15,,1.0000,
TC-783-15,TC-783-15,,2.0000,
TC-788-15,TC-788-15,,2.0000,
TC-806-11,TC-806-11,,1.0000,
TC-807-15,TC-807-15,,2.0000,
TC-816-11,TC-816-11,,5.0000,
"TC-876-20 2M","TC-876-20 2M",,1.0000,
"TC-877-20 1M","TC-877-20 1M",,1.0000,
"TC-877-20 3M","TC-877-20 3M",,1.0000,
TC-886-15,TC-886-15,,2.0000,
TC-886-MG,TC-886-MG,,2.0000,
"TC-888-20 1M","TC-888-20 1M",,1.0000,
"TC-888-20 2M","TC-888-20 2M",,1.0000,
"TC-888-20 3M","TC-888-20 3M",,1.0000,
"TC-888-20 4M","TC-888-20 4M",,1.0000,
"TC-893-20 0M","TC-893-20 0M",,3.0000,
"TC-893-20 1M","TC-893-20 1M",,2.0000,
"TC-893-20 2M","TC-893-20 2M",,2.0000,
"tc-893-20 3M","TC-893-20 3M",,2.0000,
"TC-893-MG 0M","TC-893-MG 0M",,0.0000,
TC-956-15,TC-956-15,"1.4 16v (ZETEC)",-5.0000,
TDS505/74c,"TDS 505 74c",,0.0000,
TDS505/86c,"TDS 505 86c",,1.0000,
TDS506/75c,"TDS 506 75c",,0.0000,
TDS507/72c,"TDS 507 72c",,2.0000,
TDS507/74c,"TDS 507 74c",,1.0000,
TDS507/82c,"TDS 507 82c",,1.0000,
TDS512/83c,"TDS 512 83c",,0.0000,
TDS520/75c,"TDS 520 75c",,1.0000,
TDS520/83c,"TDS 520 83c",,2.0000,
TDS528/82c,"TDS 528 82c",,1.0000,
TDS535.80c,"TDS 535 80c",,0.0000,
TDS535/87c,"TDS 535 87c",,0.0000,
TDS545/89c,"TDS 545 89c",,1.0000,
TDS546/92c,"TDS 546 92c",,1.0000,
TDS548P/88c,"TDS 548P 88c",,1.0000,
TDS549/88c,"TDS 549 88c",,1.0000,
TDS564/82c,"TDS 564 82c",,1.0000,
TDS564/89,"TDS 564 89c",,2.0000,
TDS565/88c,"TDS 565 88c",,1.0000,
TDS566/82c,"TDS 566 82c",,1.0000,
TDS566/87c,"TDS 566 87c",,1.0000,
TW179AM,TW179AM,,1.0000,
V140275A,V140275A,,8.0000,
V140276E,V140276E,,8.0000,
V180267A,V180267A,"1.6 8v (C1L/C2L)",-4.0000,
V180268E,V180268E,"1.6 8v (C1L/C2L)",-4.0000,
V180269A,V180269A,,12.0000,
V180270E,V180270E,,12.0000,
V180371E,"V180371 E",,4.0000,
V180372A,"V180372 A",,4.0000,
V180377A,"V180377 A",,4.0000,
"V180378 E","V180378 E",,8.0000,
V180381E,V180381E,,8.0000,
V180382A,V180382A,,8.0000,
V250262A,"V250262 A",,4.0000,
"V250263 A","V250263 A",,8.0000,
V250264E,"V250264 E",,8.0000,
V250265A,"V250265 A",,0.0000,
V250266E,"V250266 E","1.7 8v D",-1.0000,
V250301A,"V250301 A",,8.0000,
V250302E,"V250302 E",,8.0000,
V250305A,V250305A,,4.0000,
V250306E,V250306E,,4.0000,
V250309A,"V250309 A",,16.0000,
V250310E,"V250310 E",,16.0000,
V250311A,V250311A,,0.0000,
V250312E,V250312E,,4.0000,
V440277A,V440277A,,12.0000,
V440278E,V440278E,,12.0000,
V440317A,"V440317 A",,8.0000,
V440318E,"V440318 E",,8.0000,
V570407A,V570407A,,4.0000,
V570408E,V570408E,,4.0000,
V590279A,"V590279 A",,4.0000,
V590280E,V590280E,,8.0000,
"V590353 E","V590353 E","1.6 8v (ZETEC ROCAM)",-4.0000,
"V590354 A","V590354 A","1.6 8v (ZETEC ROCAM)",-4.0000,
V700258A,V700258A,,12.0000,
V700259E,V700259E,,12.0000,
V700295A,"V700295 A",,7.0000,
V700296E,"V700296 E",,8.0000,
V700297A,V700297A,,12.0000,
V700298E,V700298E,,12.0000,
V700321A,V700321A,,4.0000,
V700322E,V700322E,,12.0000,
"V700327 A","V700327 A",,16.0000,
"V700328 E","V700328 E",,16.0000,
"VKMA 01013 A","VKMA 01013 A",,1.0000,
"VKMA 01106 A","VKMA 01106 A",,0.0000,
"VKMA 01113","VKMA 01113",,1.0000,
"VKMA 02152 A","VKMA 02152 A",,0.0000,
"VKMA 02204 A","VKMA 02204 A",,1.0000,
"VKMA 02206 A","VKMA 02206 A",,1.0000,
"VKMA 02206/1 A","VKMA 02206/1 A",,1.0000,
"VKMA 02383","VKMA 02383",,0.0000,
"VKMA 02383 DX","VKMA 02383 DX",,1.0000,
"VKMA 02410 A","VKMA 02410 A","1.4 8v (Tipo)",-1.0000,
"VKMA 02630 A","VKMA 02630 A",,2.0000,
"VKMA 03132","VKMA 03132",,0.0000,
"VKMA 03140 A","VKMA 03140 A",,1.0000,
"VKMA 03201 A","VKMA 03201 A",,0.0000,
"VKMA 03201 DX","VKMA 03201 DX",,1.0000,
"VKMA 03241 A","VKMA 03241 A",,1.0000,
